 100
 80 120 
 31 33 103 
 31 34 104 
 31 35 101 
 31 36 91 
 31 37 100 
 31 38 95 
 31 39 96 
 31 40 97 
 31 41 95 
 31 42 100 
 31 43 111 
 31 44 93 
 31 45 99 
 31 46 101 
 31 47 94 
 31 48 98 
 31 49 103 
 31 50 105 
 31 51 109 
 31 52 99 
 31 53 94 
 31 54 95 
 31 55 97 
 31 56 95 
 31 57 96 
 31 58 99 
 31 59 101 
 31 60 102 
 31 61 99 
 31 62 101 
 31 63 102 
 31 64 98 
 31 65 103 
 31 66 105 
 31 67 96 
 31 68 103 
 31 69 104 
 31 70 97 
 31 71 103 
 31 72 98 
 31 73 97 
 31 74 104 
 31 75 100 
 31 76 95 
 31 77 97 
 31 78 100 
 31 79 99 
 31 80 105 
 32 33 105 
 32 34 92 
 32 35 101 
 32 36 103 
 32 37 101 
 32 38 107 
 32 39 98 
 32 40 98 
 32 41 102 
 32 42 96 
 32 43 96 
 32 44 108 
 32 45 110 
 32 46 99 
 32 47 100 
 32 48 103 
 32 49 110 
 32 50 102 
 32 51 103 
 32 52 97 
 32 53 88 
 32 54 104 
 32 55 107 
 32 56 91 
 32 57 106 
 32 58 102 
 32 59 101 
 32 60 107 
 32 61 97 
 32 62 103 
 32 63 109 
 32 64 97 
 32 65 99 
 32 66 104 
 32 67 96 
 32 68 101 
 32 69 97 
 32 70 97 
 32 71 104 
 32 72 100 
 32 73 99 
 32 74 92 
 32 75 107 
 32 76 101 
 32 77 90 
 32 78 94 
 32 79 97 
 32 80 105 
 33 34 86 
 33 35 102 
 33 36 101 
 33 37 100 
 33 38 106 
 33 39 102 
 33 40 105 
 33 41 93 
 33 42 105 
 33 43 98 
 33 44 106 
 33 45 98 
 33 46 97 
 33 47 103 
 33 48 98 
 33 49 95 
 33 50 93 
 33 51 98 
 33 52 98 
 33 53 104 
 33 54 89 
 33 55 97 
 33 56 100 
 33 57 99 
 33 58 98 
 33 59 99 
 33 60 97 
 33 61 104 
 33 62 102 
 33 63 95 
 33 64 103 
 33 65 93 
 33 66 100 
 33 67 93 
 33 68 100 
 33 69 101 
 33 70 102 
 33 71 89 
 33 72 98 
 33 73 100 
 33 74 101 
 33 75 94 
 33 76 105 
 33 77 101 
 33 78 97 
 33 79 101 
 33 80 99 
 34 35 98 
 34 36 102 
 34 37 101 
 34 38 99 
 34 39 98 
 34 40 102 
 34 41 99 
 34 42 98 
 34 43 102 
 34 44 97 
 34 45 94 
 34 46 99 
 34 47 101 
 34 48 102 
 34 49 97 
 34 50 96 
 34 51 102 
 34 52 96 
 34 53 100 
 34 54 106 
 34 55 105 
 34 56 99 
 34 57 94 
 34 58 108 
 34 59 98 
 34 60 99 
 34 61 93 
 34 62 101 
 34 63 106 
 34 64 96 
 34 65 89 
 34 66 94 
 34 67 103 
 34 68 105 
 34 69 98 
 34 70 100 
 34 71 96 
 34 72 96 
 34 73 100 
 34 74 104 
 34 75 102 
 34 76 113 
 34 77 100 
 34 78 97 
 34 79 89 
 34 80 98 
 35 36 102 
 35 37 88 
 35 38 96 
 35 39 104 
 35 40 98 
 35 41 102 
 35 42 102 
 35 43 104 
 35 44 97 
 35 45 95 
 35 46 102 
 35 47 97 
 35 48 95 
 35 49 101 
 35 50 99 
 35 51 99 
 35 52 97 
 35 53 102 
 35 54 102 
 35 55 102 
 35 56 99 
 35 57 91 
 35 58 96 
 35 59 106 
 35 60 99 
 35 61 102 
 35 62 99 
 35 63 103 
 35 64 97 
 35 65 92 
 35 66 110 
 35 67 109 
 35 68 102 
 35 69 101 
 35 70 98 
 35 71 100 
 35 72 104 
 35 73 109 
 35 74 96 
 35 75 102 
 35 76 101 
 35 77 92 
 35 78 96 
 35 79 103 
 35 80 109 
 36 37 97 
 36 38 102 
 36 39 97 
 36 40 105 
 36 41 93 
 36 42 101 
 36 43 104 
 36 44 106 
 36 45 96 
 36 46 103 
 36 47 95 
 36 48 106 
 36 49 101 
 36 50 95 
 36 51 101 
 36 52 94 
 36 53 109 
 36 54 105 
 36 55 104 
 36 56 102 
 36 57 100 
 36 58 101 
 36 59 98 
 36 60 93 
 36 61 89 
 36 62 107 
 36 63 104 
 36 64 103 
 36 65 105 
 36 66 108 
 36 67 99 
 36 68 95 
 36 69 97 
 36 70 105 
 36 71 98 
 36 72 110 
 36 73 93 
 36 74 98 
 36 75 96 
 36 76 99 
 36 77 95 
 36 78 99 
 36 79 97 
 36 80 101 
 37 38 97 
 37 39 98 
 37 40 106 
 37 41 93 
 37 42 102 
 37 43 93 
 37 44 96 
 37 45 103 
 37 46 104 
 37 47 106 
 37 48 101 
 37 49 108 
 37 50 107 
 37 51 101 
 37 52 102 
 37 53 103 
 37 54 101 
 37 55 99 
 37 56 102 
 37 57 105 
 37 58 97 
 37 59 86 
 37 60 98 
 37 61 95 
 37 62 104 
 37 63 102 
 37 64 103 
 37 65 106 
 37 66 98 
 37 67 91 
 37 68 98 
 37 69 98 
 37 70 99 
 37 71 94 
 37 72 96 
 37 73 95 
 37 74 92 
 37 75 105 
 37 76 98 
 37 77 109 
 37 78 102 
 37 79 100 
 37 80 94 
 38 39 97 
 38 40 98 
 38 41 98 
 38 42 103 
 38 43 92 
 38 44 105 
 38 45 99 
 38 46 104 
 38 47 104 
 38 48 107 
 38 49 102 
 38 50 105 
 38 51 99 
 38 52 99 
 38 53 100 
 38 54 100 
 38 55 95 
 38 56 95 
 38 57 97 
 38 58 101 
 38 59 93 
 38 60 101 
 38 61 103 
 38 62 101 
 38 63 98 
 38 64 92 
 38 65 93 
 38 66 95 
 38 67 94 
 38 68 90 
 38 69 97 
 38 70 105 
 38 71 102 
 38 72 91 
 38 73 100 
 38 74 106 
 38 75 100 
 38 76 105 
 38 77 101 
 38 78 102 
 38 79 102 
 38 80 107 
 39 40 106 
 39 41 98 
 39 42 104 
 39 43 101 
 39 44 103 
 39 45 104 
 39 46 109 
 39 47 97 
 39 48 94 
 39 49 105 
 39 50 94 
 39 51 97 
 39 52 96 
 39 53 101 
 39 54 94 
 39 55 101 
 39 56 102 
 39 57 102 
 39 58 97 
 39 59 91 
 39 60 104 
 39 61 90 
 39 62 98 
 39 63 94 
 39 64 91 
 39 65 102 
 39 66 95 
 39 67 99 
 39 68 97 
 39 69 103 
 39 70 100 
 39 71 103 
 39 72 95 
 39 73 103 
 39 74 100 
 39 75 97 
 39 76 109 
 39 77 100 
 39 78 86 
 39 79 112 
 39 80 103 
 40 41 99 
 40 42 94 
 40 43 95 
 40 44 94 
 40 45 96 
 40 46 98 
 40 47 104 
 40 48 99 
 40 49 102 
 40 50 99 
 40 51 96 
 40 52 99 
 40 53 99 
 40 54 106 
 40 55 92 
 40 56 91 
 40 57 93 
 40 58 95 
 40 59 89 
 40 60 93 
 40 61 97 
 40 62 101 
 40 63 97 
 40 64 94 
 40 65 94 
 40 66 100 
 40 67 91 
 40 68 98 
 40 69 113 
 40 70 96 
 40 71 95 
 40 72 99 
 40 73 94 
 40 74 112 
 40 75 91 
 40 76 102 
 40 77 98 
 40 78 94 
 40 79 104 
 40 80 105 
 41 42 103 
 41 43 106 
 41 44 103 
 41 45 100 
 41 46 87 
 41 47 110 
 41 48 92 
 41 49 98 
 41 50 104 
 41 51 99 
 41 52 110 
 41 53 102 
 41 54 92 
 41 55 100 
 41 56 99 
 41 57 98 
 41 58 86 
 41 59 102 
 41 60 104 
 41 61 98 
 41 62 103 
 41 63 103 
 41 64 99 
 41 65 99 
 41 66 100 
 41 67 100 
 41 68 102 
 41 69 96 
 41 70 107 
 41 71 116 
 41 72 101 
 41 73 99 
 41 74 90 
 41 75 103 
 41 76 99 
 41 77 101 
 41 78 101 
 41 79 88 
 41 80 98 
 42 43 99 
 42 44 93 
 42 45 101 
 42 46 100 
 42 47 98 
 42 48 104 
 42 49 100 
 42 50 102 
 42 51 93 
 42 52 103 
 42 53 105 
 42 54 92 
 42 55 91 
 42 56 94 
 42 57 108 
 42 58 106 
 42 59 106 
 42 60 100 
 42 61 101 
 42 62 108 
 42 63 92 
 42 64 100 
 42 65 93 
 42 66 101 
 42 67 104 
 42 68 100 
 42 69 102 
 42 70 101 
 42 71 103 
 42 72 90 
 42 73 105 
 42 74 94 
 42 75 101 
 42 76 88 
 42 77 91 
 42 78 96 
 42 79 96 
 42 80 101 
 43 44 104 
 43 45 90 
 43 46 102 
 43 47 95 
 43 48 105 
 43 49 87 
 43 50 98 
 43 51 99 
 43 52 102 
 43 53 98 
 43 54 103 
 43 55 97 
 43 56 101 
 43 57 110 
 43 58 96 
 43 59 99 
 43 60 104 
 43 61 90 
 43 62 100 
 43 63 95 
 43 64 100 
 43 65 95 
 43 66 104 
 43 67 105 
 43 68 104 
 43 69 105 
 43 70 94 
 43 71 94 
 43 72 103 
 43 73 98 
 43 74 88 
 43 75 97 
 43 76 107 
 43 77 96 
 43 78 107 
 43 79 102 
 43 80 103 
 44 45 98 
 44 46 113 
 44 47 106 
 44 48 92 
 44 49 107 
 44 50 104 
 44 51 91 
 44 52 95 
 44 53 98 
 44 54 97 
 44 55 101 
 44 56 106 
 44 57 101 
 44 58 101 
 44 59 95 
 44 60 100 
 44 61 103 
 44 62 97 
 44 63 97 
 44 64 88 
 44 65 98 
 44 66 90 
 44 67 100 
 44 68 96 
 44 69 108 
 44 70 101 
 44 71 99 
 44 72 98 
 44 73 94 
 44 74 103 
 44 75 106 
 44 76 94 
 44 77 102 
 44 78 97 
 44 79 92 
 44 80 99 
 45 46 99 
 45 47 100 
 45 48 100 
 45 49 106 
 45 50 102 
 45 51 97 
 45 52 105 
 45 53 101 
 45 54 101 
 45 55 102 
 45 56 106 
 45 57 95 
 45 58 95 
 45 59 96 
 45 60 96 
 45 61 93 
 45 62 95 
 45 63 99 
 45 64 105 
 45 65 99 
 45 66 90 
 45 67 99 
 45 68 104 
 45 69 101 
 45 70 102 
 45 71 90 
 45 72 99 
 45 73 104 
 45 74 104 
 45 75 91 
 45 76 107 
 45 77 103 
 45 78 89 
 45 79 99 
 45 80 89 
 46 47 99 
 46 48 99 
 46 49 98 
 46 50 99 
 46 51 99 
 46 52 98 
 46 53 98 
 46 54 93 
 46 55 95 
 46 56 102 
 46 57 98 
 46 58 102 
 46 59 108 
 46 60 98 
 46 61 89 
 46 62 102 
 46 63 98 
 46 64 93 
 46 65 106 
 46 66 106 
 46 67 97 
 46 68 109 
 46 69 92 
 46 70 99 
 46 71 99 
 46 72 91 
 46 73 100 
 46 74 99 
 46 75 111 
 46 76 109 
 46 77 94 
 46 78 102 
 46 79 99 
 46 80 97 
 47 48 103 
 47 49 103 
 47 50 103 
 47 51 102 
 47 52 106 
 47 53 97 
 47 54 98 
 47 55 96 
 47 56 100 
 47 57 90 
 47 58 104 
 47 59 92 
 47 60 98 
 47 61 99 
 47 62 102 
 47 63 103 
 47 64 101 
 47 65 104 
 47 66 94 
 47 67 101 
 47 68 104 
 47 69 95 
 47 70 99 
 47 71 96 
 47 72 105 
 47 73 105 
 47 74 100 
 47 75 103 
 47 76 103 
 47 77 103 
 47 78 99 
 47 79 100 
 47 80 91 
 48 49 102 
 48 50 103 
 48 51 96 
 48 52 98 
 48 53 101 
 48 54 99 
 48 55 100 
 48 56 102 
 48 57 101 
 48 58 91 
 48 59 97 
 48 60 104 
 48 61 105 
 48 62 102 
 48 63 105 
 48 64 101 
 48 65 103 
 48 66 96 
 48 67 95 
 48 68 94 
 48 69 102 
 48 70 99 
 48 71 97 
 48 72 100 
 48 73 103 
 48 74 92 
 48 75 95 
 48 76 101 
 48 77 102 
 48 78 107 
 48 79 103 
 48 80 92 
 49 50 100 
 49 51 91 
 49 52 98 
 49 53 95 
 49 54 103 
 49 55 96 
 49 56 98 
 49 57 94 
 49 58 101 
 49 59 97 
 49 60 100 
 49 61 99 
 49 62 92 
 49 63 100 
 49 64 100 
 49 65 93 
 49 66 100 
 49 67 104 
 49 68 108 
 49 69 100 
 49 70 94 
 49 71 99 
 49 72 104 
 49 73 98 
 49 74 112 
 49 75 97 
 49 76 97 
 49 77 95 
 49 78 103 
 49 79 98 
 49 80 93 
 50 51 97 
 50 52 104 
 50 53 102 
 50 54 95 
 50 55 94 
 50 56 89 
 50 57 92 
 50 58 98 
 50 59 107 
 50 60 96 
 50 61 104 
 50 62 97 
 50 63 89 
 50 64 99 
 50 65 97 
 50 66 104 
 50 67 95 
 50 68 98 
 50 69 94 
 50 70 106 
 50 71 94 
 50 72 102 
 50 73 94 
 50 74 102 
 50 75 94 
 50 76 97 
 50 77 104 
 50 78 97 
 50 79 103 
 50 80 110 
 51 52 105 
 51 53 98 
 51 54 106 
 51 55 88 
 51 56 104 
 51 57 104 
 51 58 100 
 51 59 97 
 51 60 94 
 51 61 99 
 51 62 97 
 51 63 94 
 51 64 97 
 51 65 94 
 51 66 97 
 51 67 104 
 51 68 102 
 51 69 96 
 51 70 97 
 51 71 101 
 51 72 107 
 51 73 99 
 51 74 99 
 51 75 99 
 51 76 92 
 51 77 97 
 51 78 96 
 51 79 95 
 51 80 106 
 52 53 96 
 52 54 102 
 52 55 99 
 52 56 99 
 52 57 98 
 52 58 99 
 52 59 95 
 52 60 98 
 52 61 100 
 52 62 96 
 52 63 100 
 52 64 101 
 52 65 89 
 52 66 93 
 52 67 103 
 52 68 95 
 52 69 99 
 52 70 98 
 52 71 87 
 52 72 93 
 52 73 106 
 52 74 97 
 52 75 103 
 52 76 100 
 52 77 93 
 52 78 92 
 52 79 101 
 52 80 102 
 53 54 97 
 53 55 99 
 53 56 108 
 53 57 98 
 53 58 88 
 53 59 96 
 53 60 100 
 53 61 92 
 53 62 111 
 53 63 97 
 53 64 95 
 53 65 106 
 53 66 91 
 53 67 98 
 53 68 97 
 53 69 104 
 53 70 98 
 53 71 101 
 53 72 101 
 53 73 100 
 53 74 95 
 53 75 101 
 53 76 97 
 53 77 103 
 53 78 102 
 53 79 102 
 53 80 98 
 54 55 93 
 54 56 105 
 54 57 105 
 54 58 98 
 54 59 103 
 54 60 106 
 54 61 101 
 54 62 100 
 54 63 95 
 54 64 97 
 54 65 105 
 54 66 96 
 54 67 96 
 54 68 102 
 54 69 95 
 54 70 92 
 54 71 99 
 54 72 101 
 54 73 91 
 54 74 101 
 54 75 94 
 54 76 97 
 54 77 87 
 54 78 111 
 54 79 100 
 54 80 97 
 55 56 102 
 55 57 103 
 55 58 100 
 55 59 103 
 55 60 95 
 55 61 97 
 55 62 103 
 55 63 102 
 55 64 99 
 55 65 91 
 55 66 97 
 55 67 100 
 55 68 106 
 55 69 96 
 55 70 101 
 55 71 99 
 55 72 104 
 55 73 104 
 55 74 91 
 55 75 96 
 55 76 107 
 55 77 96 
 55 78 96 
 55 79 100 
 55 80 87 
 56 57 95 
 56 58 83 
 56 59 97 
 56 60 99 
 56 61 98 
 56 62 102 
 56 63 101 
 56 64 98 
 56 65 100 
 56 66 114 
 56 67 97 
 56 68 102 
 56 69 108 
 56 70 87 
 56 71 103 
 56 72 101 
 56 73 101 
 56 74 95 
 56 75 96 
 56 76 105 
 56 77 98 
 56 78 97 
 56 79 92 
 56 80 97 
 57 58 98 
 57 59 100 
 57 60 102 
 57 61 99 
 57 62 95 
 57 63 94 
 57 64 96 
 57 65 105 
 57 66 92 
 57 67 101 
 57 68 91 
 57 69 98 
 57 70 106 
 57 71 100 
 57 72 99 
 57 73 95 
 57 74 94 
 57 75 99 
 57 76 108 
 57 77 108 
 57 78 91 
 57 79 97 
 57 80 103 
 58 59 95 
 58 60 101 
 58 61 98 
 58 62 105 
 58 63 100 
 58 64 109 
 58 65 106 
 58 66 103 
 58 67 90 
 58 68 104 
 58 69 106 
 58 70 102 
 58 71 99 
 58 72 100 
 58 73 99 
 58 74 101 
 58 75 91 
 58 76 96 
 58 77 101 
 58 78 101 
 58 79 95 
 58 80 105 
 59 60 103 
 59 61 110 
 59 62 104 
 59 63 98 
 59 64 101 
 59 65 105 
 59 66 106 
 59 67 103 
 59 68 106 
 59 69 102 
 59 70 95 
 59 71 86 
 59 72 97 
 59 73 103 
 59 74 97 
 59 75 108 
 59 76 101 
 59 77 91 
 59 78 99 
 59 79 102 
 59 80 104 
 60 61 94 
 60 62 108 
 60 63 95 
 60 64 104 
 60 65 109 
 60 66 102 
 60 67 102 
 60 68 103 
 60 69 102 
 60 70 108 
 60 71 98 
 60 72 101 
 60 73 96 
 60 74 103 
 60 75 92 
 60 76 96 
 60 77 92 
 60 78 102 
 60 79 102 
 60 80 96 
 61 62 98 
 61 63 106 
 61 64 94 
 61 65 93 
 61 66 98 
 61 67 107 
 61 68 103 
 61 69 92 
 61 70 101 
 61 71 101 
 61 72 99 
 61 73 97 
 61 74 101 
 61 75 103 
 61 76 97 
 61 77 100 
 61 78 93 
 61 79 94 
 61 80 103 
 62 63 99 
 62 64 103 
 62 65 97 
 62 66 91 
 62 67 96 
 62 68 98 
 62 69 102 
 62 70 104 
 62 71 99 
 62 72 99 
 62 73 98 
 62 74 103 
 62 75 103 
 62 76 101 
 62 77 99 
 62 78 97 
 62 79 94 
 62 80 98 
 63 64 100 
 63 65 98 
 63 66 98 
 63 67 96 
 63 68 95 
 63 69 104 
 63 70 103 
 63 71 91 
 63 72 94 
 63 73 102 
 63 74 99 
 63 75 101 
 63 76 97 
 63 77 101 
 63 78 91 
 63 79 104 
 63 80 98 
 64 65 97 
 64 66 105 
 64 67 96 
 64 68 98 
 64 69 103 
 64 70 105 
 64 71 107 
 64 72 101 
 64 73 96 
 64 74 96 
 64 75 100 
 64 76 106 
 64 77 100 
 64 78 101 
 64 79 97 
 64 80 96 
 65 66 107 
 65 67 99 
 65 68 97 
 65 69 91 
 65 70 100 
 65 71 97 
 65 72 96 
 65 73 101 
 65 74 103 
 65 75 97 
 65 76 101 
 65 77 96 
 65 78 99 
 65 79 95 
 65 80 105 
 66 67 96 
 66 68 98 
 66 69 106 
 66 70 104 
 66 71 96 
 66 72 89 
 66 73 91 
 66 74 96 
 66 75 93 
 66 76 100 
 66 77 95 
 66 78 98 
 66 79 106 
 66 80 101 
 67 68 94 
 67 69 92 
 67 70 88 
 67 71 95 
 67 72 103 
 67 73 95 
 67 74 95 
 67 75 104 
 67 76 100 
 67 77 99 
 67 78 100 
 67 79 97 
 67 80 98 
 68 69 95 
 68 70 101 
 68 71 102 
 68 72 103 
 68 73 102 
 68 74 97 
 68 75 101 
 68 76 105 
 68 77 98 
 68 78 108 
 68 79 99 
 68 80 90 
 69 70 91 
 69 71 100 
 69 72 103 
 69 73 111 
 69 74 101 
 69 75 107 
 69 76 97 
 69 77 100 
 69 78 94 
 69 79 99 
 69 80 94 
 70 71 100 
 70 72 102 
 70 73 97 
 70 74 106 
 70 75 102 
 70 76 105 
 70 77 98 
 70 78 92 
 70 79 97 
 70 80 105 
 71 72 93 
 71 73 104 
 71 74 100 
 71 75 94 
 71 76 90 
 71 77 100 
 71 78 97 
 71 79 93 
 71 80 95 
 72 73 96 
 72 74 93 
 72 75 107 
 72 76 98 
 72 77 97 
 72 78 106 
 72 79 100 
 72 80 97 
 73 74 112 
 73 75 102 
 73 76 94 
 73 77 106 
 73 78 97 
 73 79 109 
 73 80 100 
 74 75 99 
 74 76 99 
 74 77 96 
 74 78 90 
 74 79 98 
 74 80 108 
 75 76 103 
 75 77 100 
 75 78 98 
 75 79 112 
 75 80 96 
 76 77 99 
 76 78 97 
 76 79 113 
 76 80 101 
 77 78 101 
 77 79 104 
 77 80 98 
 78 79 104 
 78 80 111 
 79 80 105 
 20 
 1 2 3 4 5 6 
 7 8 9 10 11 12 
 13 14 15 16 17 18 
 19 20 
 80 3160 
 1 2 304 
 1 3 301 
 1 4 294 
 1 5 295 
 1 6 295 
 1 7 304 
 1 8 304 
 1 9 303 
 1 10 299 
 1 11 304 
 1 12 298 
 1 13 300 
 1 14 308 
 1 15 303 
 1 16 300 
 1 17 310 
 1 18 304 
 1 19 298 
 1 20 305 
 1 21 203 
 1 22 203 
 1 23 204 
 1 24 196 
 1 25 199 
 1 26 192 
 1 27 203 
 1 28 199 
 1 29 196 
 1 30 204 
 1 31 198 
 1 32 197 
 1 33 199 
 1 34 191 
 1 35 204 
 1 36 194 
 1 37 205 
 1 38 198 
 1 39 198 
 1 40 199 
 1 41 201 
 1 42 198 
 1 43 207 
 1 44 201 
 1 45 202 
 1 46 199 
 1 47 199 
 1 48 193 
 1 49 200 
 1 50 198 
 1 51 201 
 1 52 197 
 1 53 191 
 1 54 194 
 1 55 209 
 1 56 197 
 1 57 201 
 1 58 209 
 1 59 199 
 1 60 203 
 1 61 208 
 1 62 197 
 1 63 197 
 1 64 207 
 1 65 197 
 1 66 191 
 1 67 199 
 1 68 199 
 1 69 198 
 1 70 200 
 1 71 197 
 1 72 197 
 1 73 202 
 1 74 204 
 1 75 198 
 1 76 191 
 1 77 193 
 1 78 204 
 1 79 200 
 1 80 213 
 2 3 302 
 2 4 295 
 2 5 291 
 2 6 301 
 2 7 294 
 2 8 293 
 2 9 293 
 2 10 304 
 2 11 300 
 2 12 309 
 2 13 304 
 2 14 302 
 2 15 289 
 2 16 305 
 2 17 299 
 2 18 299 
 2 19 296 
 2 20 299 
 2 21 200 
 2 22 196 
 2 23 202 
 2 24 203 
 2 25 200 
 2 26 193 
 2 27 201 
 2 28 198 
 2 29 196 
 2 30 198 
 2 31 194 
 2 32 197 
 2 33 196 
 2 34 204 
 2 35 195 
 2 36 211 
 2 37 196 
 2 38 202 
 2 39 195 
 2 40 192 
 2 41 190 
 2 42 196 
 2 43 206 
 2 44 201 
 2 45 196 
 2 46 193 
 2 47 192 
 2 48 192 
 2 49 191 
 2 50 200 
 2 51 201 
 2 52 202 
 2 53 196 
 2 54 199 
 2 55 192 
 2 56 197 
 2 57 206 
 2 58 198 
 2 59 189 
 2 60 199 
 2 61 198 
 2 62 202 
 2 63 199 
 2 64 203 
 2 65 195 
 2 66 198 
 2 67 203 
 2 68 203 
 2 69 194 
 2 70 201 
 2 71 198 
 2 72 202 
 2 73 204 
 2 74 203 
 2 75 206 
 2 76 190 
 2 77 201 
 2 78 201 
 2 79 193 
 2 80 195 
 3 4 296 
 3 5 298 
 3 6 298 
 3 7 304 
 3 8 291 
 3 9 299 
 3 10 294 
 3 11 306 
 3 12 296 
 3 13 301 
 3 14 300 
 3 15 293 
 3 16 300 
 3 17 301 
 3 18 296 
 3 19 305 
 3 20 301 
 3 21 195 
 3 22 194 
 3 23 201 
 3 24 197 
 3 25 206 
 3 26 207 
 3 27 192 
 3 28 196 
 3 29 207 
 3 30 186 
 3 31 204 
 3 32 200 
 3 33 194 
 3 34 206 
 3 35 198 
 3 36 198 
 3 37 205 
 3 38 189 
 3 39 194 
 3 40 199 
 3 41 196 
 3 42 192 
 3 43 203 
 3 44 200 
 3 45 209 
 3 46 202 
 3 47 197 
 3 48 201 
 3 49 197 
 3 50 211 
 3 51 195 
 3 52 200 
 3 53 203 
 3 54 197 
 3 55 200 
 3 56 206 
 3 57 203 
 3 58 203 
 3 59 198 
 3 60 202 
 3 61 196 
 3 62 205 
 3 63 195 
 3 64 197 
 3 65 199 
 3 66 203 
 3 67 200 
 3 68 201 
 3 69 194 
 3 70 202 
 3 71 201 
 3 72 202 
 3 73 209 
 3 74 188 
 3 75 187 
 3 76 198 
 3 77 192 
 3 78 196 
 3 79 200 
 3 80 201 
 4 5 306 
 4 6 298 
 4 7 305 
 4 8 311 
 4 9 302 
 4 10 302 
 4 11 307 
 4 12 305 
 4 13 297 
 4 14 304 
 4 15 298 
 4 16 300 
 4 17 297 
 4 18 300 
 4 19 304 
 4 20 309 
 4 21 205 
 4 22 203 
 4 23 202 
 4 24 203 
 4 25 204 
 4 26 205 
 4 27 200 
 4 28 207 
 4 29 203 
 4 30 204 
 4 31 202 
 4 32 194 
 4 33 199 
 4 34 197 
 4 35 199 
 4 36 201 
 4 37 203 
 4 38 199 
 4 39 195 
 4 40 206 
 4 41 190 
 4 42 191 
 4 43 191 
 4 44 199 
 4 45 193 
 4 46 192 
 4 47 203 
 4 48 205 
 4 49 191 
 4 50 197 
 4 51 203 
 4 52 187 
 4 53 200 
 4 54 200 
 4 55 199 
 4 56 202 
 4 57 209 
 4 58 194 
 4 59 197 
 4 60 197 
 4 61 197 
 4 62 203 
 4 63 207 
 4 64 204 
 4 65 213 
 4 66 202 
 4 67 206 
 4 68 187 
 4 69 202 
 4 70 200 
 4 71 197 
 4 72 190 
 4 73 201 
 4 74 202 
 4 75 201 
 4 76 190 
 4 77 194 
 4 78 205 
 4 79 198 
 4 80 200 
 5 6 296 
 5 7 296 
 5 8 301 
 5 9 293 
 5 10 301 
 5 11 298 
 5 12 302 
 5 13 295 
 5 14 296 
 5 15 299 
 5 16 298 
 5 17 293 
 5 18 302 
 5 19 305 
 5 20 311 
 5 21 201 
 5 22 199 
 5 23 199 
 5 24 202 
 5 25 195 
 5 26 202 
 5 27 200 
 5 28 196 
 5 29 193 
 5 30 199 
 5 31 194 
 5 32 199 
 5 33 204 
 5 34 202 
 5 35 198 
 5 36 197 
 5 37 194 
 5 38 196 
 5 39 199 
 5 40 199 
 5 41 202 
 5 42 200 
 5 43 205 
 5 44 198 
 5 45 192 
 5 46 205 
 5 47 198 
 5 48 201 
 5 49 194 
 5 50 202 
 5 51 201 
 5 52 197 
 5 53 198 
 5 54 201 
 5 55 206 
 5 56 208 
 5 57 190 
 5 58 194 
 5 59 197 
 5 60 197 
 5 61 206 
 5 62 202 
 5 63 195 
 5 64 202 
 5 65 200 
 5 66 195 
 5 67 194 
 5 68 205 
 5 69 196 
 5 70 201 
 5 71 200 
 5 72 196 
 5 73 199 
 5 74 194 
 5 75 203 
 5 76 190 
 5 77 193 
 5 78 196 
 5 79 206 
 5 80 205 
 6 7 303 
 6 8 296 
 6 9 298 
 6 10 294 
 6 11 305 
 6 12 296 
 6 13 293 
 6 14 303 
 6 15 304 
 6 16 289 
 6 17 301 
 6 18 305 
 6 19 289 
 6 20 290 
 6 21 207 
 6 22 200 
 6 23 198 
 6 24 200 
 6 25 208 
 6 26 199 
 6 27 203 
 6 28 192 
 6 29 198 
 6 30 198 
 6 31 193 
 6 32 197 
 6 33 191 
 6 34 194 
 6 35 202 
 6 36 198 
 6 37 199 
 6 38 194 
 6 39 195 
 6 40 203 
 6 41 200 
 6 42 198 
 6 43 203 
 6 44 199 
 6 45 200 
 6 46 203 
 6 47 207 
 6 48 202 
 6 49 204 
 6 50 199 
 6 51 200 
 6 52 198 
 6 53 195 
 6 54 205 
 6 55 205 
 6 56 203 
 6 57 195 
 6 58 189 
 6 59 196 
 6 60 200 
 6 61 203 
 6 62 200 
 6 63 192 
 6 64 202 
 6 65 198 
 6 66 198 
 6 67 195 
 6 68 197 
 6 69 208 
 6 70 193 
 6 71 203 
 6 72 200 
 6 73 189 
 6 74 207 
 6 75 208 
 6 76 200 
 6 77 196 
 6 78 200 
 6 79 200 
 6 80 195 
 7 8 292 
 7 9 304 
 7 10 309 
 7 11 301 
 7 12 293 
 7 13 297 
 7 14 295 
 7 15 309 
 7 16 302 
 7 17 290 
 7 18 304 
 7 19 300 
 7 20 298 
 7 21 202 
 7 22 201 
 7 23 207 
 7 24 201 
 7 25 198 
 7 26 199 
 7 27 207 
 7 28 200 
 7 29 195 
 7 30 198 
 7 31 195 
 7 32 201 
 7 33 192 
 7 34 202 
 7 35 199 
 7 36 188 
 7 37 196 
 7 38 202 
 7 39 194 
 7 40 194 
 7 41 198 
 7 42 205 
 7 43 195 
 7 44 195 
 7 45 211 
 7 46 203 
 7 47 212 
 7 48 200 
 7 49 197 
 7 50 192 
 7 51 197 
 7 52 197 
 7 53 197 
 7 54 193 
 7 55 204 
 7 56 197 
 7 57 202 
 7 58 206 
 7 59 200 
 7 60 202 
 7 61 195 
 7 62 202 
 7 63 202 
 7 64 206 
 7 65 201 
